WELL_ID,DATE,CURRENT,PRESS_DESC,FREQUENCY,PRESS_INT,TEMP_INT,TEMP_MOT,OUT_VOLT,VIBRATION,PRESS_INTK,TEMP_INTK,WellFailure
DEEPWATER-000XAR,2019-04-19,71.51,4366.02,57.44,,,279.29,0.0,0.16,1494.35,222.54,
DEEPWATER-000XAR,2019-04-20,68.34,4227.92,54.87,,,275.08,0.0,0.16,1599.23,222.94,
DEEPWATER-000XAR,2019-04-21,71.19,4453.52,57.44,,,280.01,0.0,0.17,1564.19,222.42,
DEEPWATER-000XAR,2019-04-22,69.49,4247.83,56.24,,,276.51,0.0,0.15,1495.86,222.55,
DEEPWATER-000XAR,2019-04-23,65.57,4030.92,52.95,,,270.52,0.0,0.15,1504.44,220.34,
DEEPWATER-000XAR,2019-04-24,68.93,4154.95,55.94,,,275.44,0.0,0.18,1478.27,222.55,
DEEPWATER-000XAR,2019-04-25,68.85,4153.46,55.94,,,275.42,0.0,0.16,1474.48,222.57,
DEEPWATER-000XAR,2019-04-26,68.81,4164.5,55.93,,,275.34,0.0,0.15,1475.36,222.55,
DEEPWATER-000XAR,2019-04-27,68.76,4165.38,55.94,,,275.26,0.0,0.15,1474.5,222.58,
DEEPWATER-000XAR,2019-04-28,68.79,4175.84,55.93,,,275.2,0.0,0.17,1472.8,222.57,
DEEPWATER-000XAR,2019-04-29,68.86,4165.07,55.94,,,275.13,0.0,0.17,1466.56,222.59,
DEEPWATER-000XAR,2019-04-30,68.66,4189.53,55.93,,,275.19,0.0,0.14,1475.12,222.54,
DEEPWATER-000XAR,2019-05-01,68.65,4207.1,55.93,,,275.36,0.0,0.16,1485.56,222.52,
DEEPWATER-000XAR,2019-05-02,68.75,4192.63,55.93,,,275.3,0.0,0.15,1476.5,222.53,
DEEPWATER-000XAR,2019-05-03,68.74,4201.15,55.94,,,275.47,0.0,0.17,1483.63,222.52,
DEEPWATER-000XAR,2019-05-04,68.81,4192.72,55.93,,,275.3,0.0,0.16,1477.85,222.53,
DEEPWATER-000XAR,2019-05-05,68.67,4218.89,55.94,,,275.55,0.0,0.17,1492.29,222.49,
DEEPWATER-000XAR,2019-05-06,68.69,4213.66,55.94,,,275.32,0.0,0.18,1485.18,222.53,
DEEPWATER-000XAR,2019-05-07,68.75,4198.78,55.93,,,275.21,0.0,0.16,1477.33,222.51,
DEEPWATER-000XAR,2019-05-18,68.41,4251.41,55.93,,,275.1,0.0,0.18,1511.84,222.47,
DEEPWATER-000XAR,2019-05-19,68.61,4220.55,55.93,,,274.86,0.0,0.15,1493.38,222.5,
DEEPWATER-000XAR,2019-05-20,68.53,4227.52,55.93,,,274.93,0.0,0.16,1497.35,222.49,
DEEPWATER-000XAR,2019-05-21,68.47,4234.32,55.92,,,274.65,0.0,0.16,1489.44,222.52,
DEEPWATER-000XAR,2019-05-22,68.64,4228.7,55.94,,,274.9,0.0,0.16,1491.24,222.5,
DEEPWATER-000XAR,2019-05-23,56.29,3884.77,45.67,,,266.85,0.0,0.16,1649.29,223.58,
DEEPWATER-000XAR,2019-05-24,66.05,4119.02,53.37,,,272.94,0.0,0.14,1543.37,222.8,
DEEPWATER-000XAR,2019-05-25,48.0,3589.99,38.76,,,260.71,0.0,0.14,1732.37,223.68,
DEEPWATER-000XAR,2019-05-26,68.82,4204.25,55.93,,,275.01,0.0,0.17,1504.2,222.51,
DEEPWATER-000XAR,2019-05-27,69.0,4157.48,55.93,,,274.61,0.0,0.14,1473.1,222.53,
DEEPWATER-000XAR,2019-05-28,69.09,4155.61,55.93,,,274.73,0.0,0.16,1471.03,222.51,
DEEPWATER-000XAR,2019-05-29,65.05,3975.64,52.69,,,265.79,0.0,0.14,1483.61,217.37,
DEEPWATER-000XAR,2019-05-30,66.37,4083.49,53.93,,,272.2,0.0,0.16,1535.69,222.4,
DEEPWATER-000XAR,2019-05-31,66.09,4102.94,53.92,,,272.22,0.0,0.15,1535.99,222.37,
DEEPWATER-000XAR,2019-06-01,65.93,4162.25,53.93,,,272.36,0.0,0.15,1557.09,222.38,
DEEPWATER-000XAR,2019-06-02,65.81,4154.91,53.93,,,272.02,0.0,0.15,1546.1,222.38,
DEEPWATER-000XAR,2019-06-03,58.65,3840.83,47.17,,,267.77,0.0,0.16,1597.29,223.53,
DEEPWATER-000XAR,2019-06-04,69.43,4127.0,55.93,,,274.32,0.0,0.16,1457.98,222.56,
DEEPWATER-000XAR,2019-06-05,69.4,4144.02,55.92,,,274.43,0.0,0.18,1460.91,222.54,
DEEPWATER-000XAR,2019-06-06,69.26,4149.56,55.93,,,274.45,0.0,0.14,1462.2,222.53,
DEEPWATER-000XAR,2019-06-07,69.5,4133.94,55.93,,,274.47,0.0,0.17,1455.74,222.54,
DEEPWATER-000XAR,2019-06-08,69.76,4106.27,55.94,,,274.36,0.0,0.14,1446.37,222.58,
DEEPWATER-000XAR,2019-06-09,69.95,4068.66,55.93,,,274.14,0.0,0.16,1424.59,222.6,
DEEPWATER-000XAR,2019-06-10,69.14,4059.67,55.94,,,273.07,0.0,0.15,1382.91,222.72,
DEEPWATER-000XAR,2019-06-11,69.24,4021.12,55.94,,,272.82,0.0,0.16,1361.55,222.8,
DEEPWATER-000XAR,2019-06-12,68.78,3958.56,55.47,,,271.65,0.0,0.12,1441.76,223.5,
DEEPWATER-000XAR,2019-06-13,69.51,4021.32,55.93,,,273.01,0.0,0.17,1376.57,222.8,
DEEPWATER-000XAR,2019-06-14,69.62,4019.86,55.93,,,273.01,0.0,0.16,1370.6,222.8,
DEEPWATER-000XAR,2019-06-15,64.72,4065.03,52.53,,,272.26,0.0,0.16,1512.64,222.92,
DEEPWATER-000XAR,2019-06-16,69.06,4118.69,55.93,,,274.07,0.0,0.15,1454.04,222.52,
DEEPWATER-000XAR,2019-06-17,69.06,4134.99,55.92,,,274.19,0.0,0.15,1453.21,222.53,
DEEPWATER-000XAR,2019-06-18,68.89,4154.09,55.94,,,274.17,0.0,0.16,1455.21,222.52,
DEEPWATER-000XAR,2019-06-19,69.09,4154.64,55.94,,,274.2,0.0,0.16,1452.8,222.53,
DEEPWATER-000XAR,2019-06-20,57.43,3927.65,46.81,,,265.8,0.0,0.13,1614.15,222.5,
DEEPWATER-000XAR,2019-06-21,66.64,4444.44,55.93,,,272.94,0.0,0.17,1527.37,222.44,
DEEPWATER-000XAR,2019-06-22,65.72,4508.4,55.94,,,272.85,0.0,0.15,1550.09,222.39,
DEEPWATER-000XAR,2019-06-23,65.64,4548.55,55.93,,,273.12,0.0,0.16,1566.29,222.35,
DEEPWATER-000XAR,2019-06-24,66.27,4458.92,55.94,,,272.51,0.0,0.16,1516.01,222.43,
DEEPWATER-000XAR,2019-06-25,66.78,4433.38,55.94,,,272.95,0.0,0.16,1506.69,222.44,
DEEPWATER-000XAR,2019-06-26,66.63,4443.24,55.93,,,272.9,0.0,0.14,1515.89,222.41,
DEEPWATER-000XAR,2019-06-27,66.57,4459.77,55.93,,,272.75,0.0,0.17,1518.71,222.43,
DEEPWATER-000XAR,2019-06-28,66.99,4402.2,55.94,,,272.74,0.0,0.15,1492.85,222.47,
DEEPWATER-000XAR,2019-06-29,67.1,4376.9,55.93,,,272.54,0.0,0.15,1482.71,222.49,
DEEPWATER-000XAR,2019-06-30,66.61,4430.34,55.93,,,272.53,0.0,0.16,1506.66,222.47,
DEEPWATER-000XAR,2019-07-01,66.5,4463.93,55.94,,,272.6,0.0,0.15,1518.98,222.41,
DEEPWATER-000XAR,2019-07-02,67.35,4355.95,55.93,,,272.51,0.0,0.16,1475.24,222.48,
DEEPWATER-000XAR,2019-07-03,66.64,4435.69,55.93,,,272.61,0.0,0.16,1506.92,222.44,
DEEPWATER-000XAR,2019-07-04,66.75,4418.3,55.93,,,272.32,0.0,0.14,1491.88,222.47,
DEEPWATER-000XAR,2019-07-05,66.89,4403.15,55.93,,,272.49,0.0,0.16,1491.95,222.47,
DEEPWATER-000XAR,2019-07-06,67.19,4328.88,55.93,,,272.01,0.0,0.17,1456.83,222.57,
DEEPWATER-000XAR,2019-07-07,61.61,4113.36,50.98,,,267.96,0.0,0.16,1573.23,223.48,
DEEPWATER-000XAR,2019-07-08,67.71,4287.71,55.93,,,272.23,0.0,0.16,1452.01,222.56,
DEEPWATER-000XAR,2019-07-09,67.3,4340.04,55.93,,,272.31,0.0,0.15,1468.12,222.53,
DEEPWATER-000XAR,2019-07-10,66.97,4397.72,55.93,,,272.49,0.0,0.13,1490.92,222.45,
DEEPWATER-000XAR,2019-07-11,63.73,4292.08,52.89,,,270.68,0.0,0.14,1541.6,222.94,
DEEPWATER-000XAR,2019-07-12,66.11,4481.41,55.93,,,272.19,0.0,0.16,1518.3,222.41,
DEEPWATER-000XAR,2019-07-13,66.84,4403.93,55.93,,,272.24,0.0,0.15,1492.62,222.45,
DEEPWATER-000XAR,2019-07-14,66.4,4449.47,55.94,,,272.21,0.0,0.16,1511.86,222.45,
DEEPWATER-000XAR,2019-07-15,66.0,4473.34,55.93,,,271.96,0.0,0.18,1514.86,222.42,
DEEPWATER-000XAR,2019-07-16,66.03,4479.22,55.93,,,272.04,0.0,0.14,1518.94,222.41,
DEEPWATER-000XAR,2019-07-17,65.87,4503.09,55.93,,,272.03,0.0,0.16,1527.03,222.4,
DEEPWATER-000XAR,2019-07-18,65.81,4513.46,55.93,,,271.97,0.0,0.16,1528.08,222.4,
DEEPWATER-000XAR,2019-07-19,66.79,4390.84,55.93,,,271.92,0.0,0.15,1481.14,222.47,
DEEPWATER-000XAR,2019-07-20,67.13,4276.39,55.93,,,271.57,0.0,0.17,1442.01,222.56,
DEEPWATER-000XAR,2019-07-21,67.93,4139.72,55.93,,,271.27,0.0,0.16,1389.43,222.67,
DEEPWATER-000XAR,2019-07-22,67.04,4357.22,55.93,,,271.85,0.0,0.16,1467.45,222.51,
DEEPWATER-000XAR,2019-07-23,67.12,4347.06,55.93,,,271.74,0.0,0.16,1460.25,222.51,
DEEPWATER-000XAR,2019-07-24,67.21,4313.19,55.93,,,271.77,0.0,0.18,1455.46,222.51,
DEEPWATER-000XAR,2019-07-25,67.54,4256.69,55.93,,,271.64,0.0,0.15,1429.73,222.56,
DEEPWATER-000XAR,2019-07-26,67.11,4312.05,55.92,,,271.61,0.0,0.15,1450.04,222.54,
DEEPWATER-000XAR,2019-07-27,67.69,4237.16,55.93,,,271.61,0.0,0.15,1423.26,222.57,
DEEPWATER-000XAR,2019-07-28,67.39,4262.65,55.93,,,271.39,0.0,0.15,1426.79,222.58,
DEEPWATER-000XAR,2019-07-29,67.21,4280.85,55.93,,,271.43,0.0,0.17,1433.47,222.58,
DEEPWATER-000XAR,2019-07-30,67.61,4233.1,55.93,,,271.51,0.0,0.16,1423.63,222.56,
DEEPWATER-000XAR,2019-07-31,67.35,4297.35,55.94,,,271.62,0.0,0.16,1444.31,222.52,
DEEPWATER-000XAR,2019-08-01,67.56,4253.19,55.93,,,271.53,0.0,0.16,1428.23,222.54,
DEEPWATER-000XAR,2019-08-02,67.26,4277.09,55.93,,,271.29,0.0,0.16,1434.73,222.57,
DEEPWATER-000XAR,2019-08-03,66.66,4180.42,54.55,,,267.52,0.0,0.15,1459.09,219.55,
DEEPWATER-000XAR,2019-08-04,70.37,4162.19,56.93,,,272.6,0.0,0.17,1386.38,222.67,
DEEPWATER-000XAR,2019-08-05,69.49,4286.23,56.93,,,272.76,0.0,0.15,1410.01,222.61,
DEEPWATER-000XAR,2019-08-06,69.7,4274.0,56.92,,,272.81,0.0,0.17,1398.14,222.63,
DEEPWATER-000XAR,2019-08-07,69.2,4340.71,56.92,,,272.86,0.0,0.16,1413.88,222.59,
DEEPWATER-000XAR,2019-08-08,67.08,4359.75,55.41,,,271.58,0.0,0.15,1486.82,222.5,
DEEPWATER-000XAR,2019-08-09,68.74,4426.16,56.93,,,272.94,0.0,0.15,1443.97,222.54,
DEEPWATER-000XAR,2019-08-10,69.14,4372.94,56.94,,,272.84,0.0,0.17,1419.59,222.59,
DEEPWATER-000XAR,2019-08-11,69.39,4341.17,56.92,,,272.8,0.0,0.16,1407.48,222.59,
DEEPWATER-000XAR,2019-08-12,68.32,4457.01,56.93,,,272.82,0.0,0.16,1446.77,222.52,
DEEPWATER-000XAR,2019-08-13,68.85,4378.29,56.93,,,272.65,0.0,0.17,1422.79,222.56,
DEEPWATER-000XAR,2019-08-14,65.15,4147.4,53.41,,,266.78,0.0,0.15,1446.15,220.16,
DEEPWATER-000XAR,2019-08-15,69.08,4360.8,56.92,,,272.46,0.0,0.16,1427.03,222.53,
DEEPWATER-000XAR,2019-08-16,68.31,4427.66,56.92,,,272.36,0.0,0.16,1449.82,222.51,
DEEPWATER-000XAR,2019-08-17,68.59,4425.0,56.92,,,272.57,0.0,0.16,1444.9,222.53,
DEEPWATER-000XAR,2019-08-18,70.3,4144.43,56.93,,,272.19,0.0,0.16,1349.57,222.7,
DEEPWATER-000XAR,2019-08-19,70.87,4022.1,56.92,,,272.01,0.0,0.15,1302.82,222.79,
DEEPWATER-000XAR,2019-08-20,70.78,4048.34,56.92,,,272.12,0.0,0.15,1308.5,222.8,
DEEPWATER-000XAR,2019-08-21,70.86,4022.13,56.93,,,272.05,0.0,0.16,1297.57,222.8,
DEEPWATER-000XAR,2019-08-22,70.86,4021.31,56.93,,,272.08,0.0,0.16,1295.08,222.8,
DEEPWATER-000XAR,2019-08-23,70.17,4190.64,56.92,,,272.33,0.0,0.13,1351.4,222.68,
DEEPWATER-000XAR,2019-08-24,69.05,4347.91,56.92,,,272.37,0.0,0.15,1404.82,222.6,
DEEPWATER-000XAR,2019-08-25,69.3,4331.47,56.93,,,272.4,0.0,0.16,1400.73,222.57,
DEEPWATER-000XAR,2019-08-26,68.87,4395.73,56.93,,,272.56,0.0,0.16,1426.7,222.54,
DEEPWATER-000XAR,2019-08-27,68.85,4397.92,56.92,,,272.6,0.0,0.17,1435.43,222.52,
DEEPWATER-000XAR,2019-09-03,68.14,4092.35,55.92,,,271.37,0.0,0.19,1396.89,222.47,
DEEPWATER-000XAR,2019-09-04,68.3,4179.4,55.93,,,271.81,0.0,0.16,1439.26,222.5,
DEEPWATER-000XAR,2019-09-05,68.3,4167.38,55.93,,,271.83,0.0,0.17,1434.27,222.5,
DEEPWATER-000XAR,2019-09-06,68.25,4186.04,55.93,,,271.8,0.0,0.15,1438.51,222.48,
DEEPWATER-000XAR,2019-09-07,68.26,4179.09,55.94,,,271.83,0.0,0.14,1437.21,222.5,
DEEPWATER-000XAR,2019-09-08,68.33,4177.09,55.92,,,271.89,0.0,0.15,1438.3,222.5,
DEEPWATER-000XAR,2019-09-09,68.44,4165.74,55.93,,,271.91,0.0,0.16,1435.67,222.5,
DEEPWATER-000XAR,2019-09-10,68.01,4212.02,55.94,,,271.97,0.0,0.14,1453.49,222.47,
DEEPWATER-000XAR,2019-09-11,68.12,4202.97,55.93,,,272.19,0.0,0.17,1461.02,222.47,
DEEPWATER-000XAR,2019-09-12,68.0,4243.78,55.93,,,272.4,0.0,0.13,1469.25,222.41,
DEEPWATER-000XAR,2019-09-13,63.36,3723.6,48.01,,,260.16,0.0,0.14,1628.39,219.66,
DEEPWATER-000XAR,2019-09-14,68.48,4219.24,55.94,,,272.3,0.0,0.16,1479.48,222.46,
DEEPWATER-000XAR,2019-09-15,68.45,4205.64,55.93,,,272.22,0.0,0.16,1464.8,222.49,
DEEPWATER-000XAR,2019-09-16,68.41,4200.25,55.93,,,272.3,0.0,0.17,1464.89,222.46,
DEEPWATER-000XAR,2019-09-17,68.19,4216.59,55.93,,,271.94,0.0,0.15,1460.17,222.51,
DEEPWATER-000XAR,2019-09-18,68.41,4210.63,55.94,,,272.33,0.0,0.15,1464.92,222.47,
DEEPWATER-000XAR,2019-09-19,68.49,4179.42,55.92,,,272.19,0.0,0.17,1451.86,222.49,
DEEPWATER-000XAR,2019-09-20,68.48,4200.85,55.93,,,272.24,0.0,0.15,1456.24,222.48,
DEEPWATER-000XAR,2019-09-21,68.47,4182.7,55.94,,,272.3,0.0,0.15,1453.81,222.48,
DEEPWATER-000XAR,2019-09-22,68.47,4183.65,55.93,,,272.21,0.0,0.17,1450.77,222.48,
DEEPWATER-000XAR,2019-09-23,68.35,4197.81,55.94,,,272.21,0.0,0.14,1456.05,222.48,
DEEPWATER-000XAR,2019-09-24,68.45,4191.11,55.93,,,272.34,0.0,0.16,1455.34,222.48,
DEEPWATER-000XAR,2019-09-25,68.25,4202.12,55.93,,,272.23,0.0,0.17,1456.62,222.49,
DEEPWATER-000XAR,2019-09-26,68.04,4255.7,55.94,,,272.41,0.0,0.16,1475.95,222.44,
DEEPWATER-000XAR,2019-09-27,67.87,4287.12,55.93,,,272.43,0.0,0.16,1492.65,222.44,
DEEPWATER-000XAR,2019-09-28,63.99,4161.11,52.6,,,270.38,0.0,0.15,1508.62,222.6,
DEEPWATER-000XAR,2019-09-29,65.82,4069.03,53.63,,,269.33,0.0,0.17,1543.7,223.14,
DEEPWATER-000XAR,2019-09-30,68.52,4168.44,55.93,,,271.6,0.0,0.16,1458.44,222.48,
DEEPWATER-000XAR,2019-10-01,68.39,4174.09,55.93,,,271.65,0.0,0.14,1454.94,222.48,
DEEPWATER-000XAR,2019-10-02,68.35,4181.83,55.93,,,271.53,0.0,0.13,1452.02,222.49,
DEEPWATER-000XAR,2019-10-03,68.24,4197.93,55.94,,,271.73,0.0,0.14,1459.71,222.47,
DEEPWATER-000XAR,2019-10-04,68.14,4207.85,55.93,,,271.48,0.0,0.15,1451.85,222.49,
DEEPWATER-000XAR,2019-10-05,68.25,4259.52,55.93,,,272.19,0.0,0.18,1480.41,222.42,
DEEPWATER-000XAR,2019-10-06,68.14,4227.93,55.94,,,271.91,0.0,0.17,1466.13,222.46,
DEEPWATER-000XAR,2019-10-07,68.15,4219.67,55.94,,,271.69,0.0,0.17,1461.48,222.47,
DEEPWATER-000XAR,2019-10-08,68.24,4189.65,55.93,,,271.51,0.0,0.15,1447.27,222.47,
DEEPWATER-000XAR,2019-10-09,68.0,4219.99,55.93,,,271.79,0.0,0.16,1458.87,222.47,
DEEPWATER-000XAR,2019-10-10,26.82,3116.77,22.08,,,245.31,0.0,0.14,1882.29,223.31,
DEEPWATER-000XAR,2019-10-11,0.0,2250.75,0.0,,,219.45,0.0,0.11,2239.88,218.99,
DEEPWATER-000XAR,2019-10-12,0.0,2280.35,0.0,,,218.1,0.0,0.11,2269.45,217.67,
DEEPWATER-000XAR,2019-10-13,0.0,2299.95,0.0,,,217.56,0.0,0.12,2289.05,217.08,
DEEPWATER-000XAR,2019-10-14,0.0,2313.97,0.0,,,217.15,0.0,0.12,2303.06,216.79,
DEEPWATER-000XAR,2019-10-15,59.53,3835.11,46.48,,,262.46,0.0,0.14,1695.95,220.95,
DEEPWATER-000XAR,2019-10-16,69.84,4089.59,55.93,,,271.97,0.0,0.15,1451.56,222.59,
DEEPWATER-000XAR,2019-10-17,69.14,4176.05,55.93,,,272.36,0.0,0.17,1470.65,222.54,
DEEPWATER-000XAR,2019-10-18,68.27,4271.44,55.93,,,272.66,0.0,0.16,1503.77,222.45,
DEEPWATER-000XAR,2019-10-19,68.21,4302.83,55.93,,,272.66,0.0,0.16,1505.23,222.43,
DEEPWATER-000XAR,2019-10-20,68.53,4219.48,55.93,,,272.45,0.0,0.16,1471.15,222.49,
DEEPWATER-000XAR,2019-10-21,68.6,4229.55,55.93,,,272.6,0.0,0.19,1472.68,222.47,yes
DEEPWATER-000XAR,2019-10-22,54.81,3699.47,45.81,,,263.66,0.0,0.18,1657.43,225.07,
DEEPWATER-000XAR,2019-10-23,0.63,2243.66,0.86,,,223.62,0.0,0.11,2232.6,222.44,
DEEPWATER-000XAR,2019-10-24,0.0,2280.13,0.0,,,218.68,0.0,0.1,2268.78,218.37,
DEEPWATER-000XAR,2019-10-25,0.0,2310.29,0.0,,,217.78,0.0,0.13,2299.34,217.42,
DEEPWATER-000XAR,2019-10-26,0.0,2326.39,0.0,,,217.33,0.0,0.13,2315.5,216.97,
DEEPWATER-000XAR,2019-10-27,0.0,2337.72,0.0,,,217.03,0.0,0.1,2326.85,216.7,
DEEPWATER-000XAR,2019-10-28,0.0,2346.14,0.0,,,216.87,0.0,0.11,2335.23,216.43,
DEEPWATER-000XAR,2019-10-29,0.0,2352.71,0.0,,,216.64,0.0,0.11,2341.71,216.19,
DEEPWATER-000XAR,2019-10-30,0.0,2358.04,0.0,,,216.43,0.0,0.11,2347.02,216.03,
DEEPWATER-000XAR,2019-10-31,0.0,2362.34,0.0,,,216.28,0.0,0.1,2351.27,215.87,
DEEPWATER-000XAR,2019-11-01,0.0,2366.01,0.0,,,216.1,0.0,0.11,2354.87,215.68,
DEEPWATER-000XAR,2019-11-02,0.0,2369.06,0.0,,,216.02,0.0,0.14,2357.87,215.6,
DEEPWATER-000XAR,2019-11-03,0.0,2371.69,0.0,,,216.0,0.0,0.07,2360.48,215.59,
DEEPWATER-000XAR,2019-11-04,0.0,2373.88,0.0,,,216.06,0.0,0.12,2362.63,215.61,
DEEPWATER-000XAR,2019-11-28,70.0,3705.67,53.94,,,303.96,0.0,0.23,1144.38,224.79,
DEEPWATER-000XAR,2019-11-29,70.0,3706.18,53.93,,,304.08,0.0,0.24,1144.03,224.81,
DEEPWATER-000XAR,2019-12-02,71.34,3727.5,54.59,,,310.64,0.0,0.31,1129.49,224.91,
DEEPWATER-000XAR,2019-12-03,72.0,3709.1,54.94,,,313.0,0.0,0.3,1106.2,225.0,
DEEPWATER-000XAR,2019-12-04,72.0,3712.69,54.95,,,313.94,0.0,0.29,1102.68,225.0,
DEEPWATER-000XAR,2019-12-05,72.0,3714.93,54.95,,,315.95,0.0,0.29,1100.72,225.0,
DEEPWATER-000XAR,2019-12-06,63.79,3504.71,47.64,,,300.88,0.0,0.28,1296.3,224.38,
DEEPWATER-000XAR,2019-12-07,71.82,3781.17,54.95,,,315.8,0.0,0.28,1118.57,224.89,
DEEPWATER-000XAR,2019-12-08,72.06,3718.58,54.97,,,316.14,0.0,0.29,1094.68,225.0,
DEEPWATER-000XAR,2019-12-09,72.0,3720.32,54.94,,,315.96,0.0,0.29,1092.03,225.0,
DEEPWATER-000XAR,2019-12-10,72.0,3722.7,54.96,,,317.49,0.0,0.29,1090.82,225.0,
DEEPWATER-000XAR,2019-12-11,71.95,3753.3,54.96,,,317.25,0.0,0.29,1096.22,224.99,
DEEPWATER-000XAR,2019-12-12,71.59,3829.05,54.95,,,315.7,0.0,0.28,1116.8,224.89,
DEEPWATER-000XAR,2019-12-13,72.0,3722.45,54.94,,,316.57,0.0,0.28,1086.7,225.0,
DEEPWATER-000XAR,2019-12-14,72.0,3717.37,54.96,,,316.53,0.0,0.29,1084.44,225.0,
DEEPWATER-000XAR,2019-12-15,71.54,3884.88,54.95,,,315.58,0.0,0.27,1130.84,224.87,
DEEPWATER-000XAR,2019-12-16,71.7,3820.36,54.95,,,317.7,0.0,0.26,1110.61,224.91,
DEEPWATER-000XAR,2019-12-17,71.38,3917.42,54.96,,,317.23,0.0,0.27,1131.86,224.87,
DEEPWATER-000XAR,2019-12-18,71.72,3843.54,54.95,,,320.36,0.0,0.28,1116.51,224.87,
DEEPWATER-000XAR,2019-12-19,71.66,3877.01,54.95,,,321.57,0.0,0.29,1121.64,224.88,
DEEPWATER-000XAR,2019-12-20,71.62,3867.85,54.94,,,321.98,0.0,0.29,1120.65,224.88,
DEEPWATER-000XAR,2019-12-21,72.01,3727.03,54.95,,,322.82,0.0,0.29,1082.33,225.0,
